Reference Handle,Token,Item Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Auto Add Item to Check,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Enabled Mia's Bakery,Current Quantity Mia's Bakery,New Quantity Mia's Bakery,Stock Alert Enabled Mia's Bakery,Stock Alert Count Mia's Bakery,Price Mia's Bakery,Enabled Mias UES,Current Quantity Mias UES,New Quantity Mias UES,Stock Alert Enabled Mias UES,Stock Alert Count Mias UES,Price Mias UES,Enabled Times Square,Current Quantity Times Square,New Quantity Times Square,Stock Alert Enabled Times Square,Stock Alert Count Times Square,Price Times Square,Modifier Set - Border Color,Modifier Set - Cake Pop Cupcake Flavor Choice,Modifier Set - Cupcake Flavor,Modifier Set - Cupcake Frosting,Modifier Set - Extra Shot Add-on,Modifier Set - Flavor - INST7PSUNRASXDKNC5NF7UUI,Modifier Set - Flavor - QDJSMW4SXF3MTFEZDQ6QJIZC,Modifier Set - Flavors,Modifier Set - Hot Drinks Extra Shot Choice,Modifier Set - Inscription,Modifier Set - Size,"Tax - New York, New York (11201) (8.875%)"
#coffee-to-go-large,5TWOLC7AEFPRHGCJH6TCWHIE,Coffee to Go,Large,,5919393,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,2.99,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,N
#cookie-dough-ts--,LG2YEVKL63BLZJJZ7VD7MCAX,Cookie Dough (TS),,,T902853,,Cupcakes to Stay,Cupcakes to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#cookie-dough-to-go-,I44MDT27BEECHHJ6TF5SYB3Y,Cookie Dough to Go,,,V093680,,Cupcakes to Go,Cupcakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#cortado-ts--,KYOBCSPCORVSE27UVR7IEC4V,Cortado (TS),,,M884319,,Hot Drinks to Stay,Hot Drinks to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,5.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,Y
#cortado-to-go-small,GBNIP6WJLQG3CWKKWYMC2DRU,Cortado to Go,Small,,633263R,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,3.67,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,N
#cortado-to-go-large,GEW6NCNEZ6PH3O5QPJVU2CTJ,Cortado to Go,Large,,Q279475,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,4.67,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,N
#creme-brulee-ts--,O2HPCTCFVOZS34QSPIR4UQ4F,Creme Brulee (TS),,,G398183,,Cupcakes to Stay,Cupcakes to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#creme-brulee-cupcake-to-go-,223ZJ2ZZKAJJBRKDGNXB2YKT,Creme Brulee Cupcake to Go,,,9424161,,Cupcakes to Go,Cupcakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#croissant-ts--,OBN4Q7GSIS3XFBEURDRNKDLO,Croissant (TS),,,N452729,,Croissant to Stay,Croissant to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,3.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#croissant-to-go-,Y4XDQNZ6GZCHGZE66HMQEBUR,Croissant to Go,,,8319566,,Croissant to Go,Croissant to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,3.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#cr-me-brulee-ts--,JULUYBGL2G7JUW5FSHCDWTFP,Crème Brulee (TS),,,8431885,,Custard to Stay,Custard to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#cr-me-brulee-to-go-,RJD637BU7PF5LFGU32ZGIRS3,Crème Brulee to Go,,,F100529,,Custard to Go,Custard to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#edible-image-cupcakes-to-go-,4UQCIFHZY6E3LPPQE5SFIEOH,Edible Image Cupcakes to Go,,,B038918,,Cupcakes to Go,Cupcakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,70.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#esp-frappe-small,EOUZIKJINFRCYYEO6WKCNK4G,Esp Frappe,Small,,B422079,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.55,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#esp-frappe-large,H6MIRWGQJOTBSBZW7W3EZTTW,Esp Frappe,Large,,111515X,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,5.55,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#espresso-ts--,KZNGD6HCMULCVKPA2WKJRLTC,Espresso (TS),,,5613912,,Hot Drinks to Stay,Hot Drinks to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,Y
#espresso-to-go-small,ESLU4O2SWDNMG6CN5S3EMNX4,Espresso to Go,Small,,5089147,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,2.99,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,N
#espresso-to-go-large,ZYFSNCGFVB3MY6Z47R7OVTLA,Espresso to Go,Large,,Q835081,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,3.99,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,N
#flan-to-go-slice,Q6DM7GPX6BDYTQ2GJ6RYEZDR,Flan to Go,Slice,,L665423,,Custard to Go,Custard to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#flan-to-go-whole,UNEOE77SOTFAGNIJAN3JXJI6,Flan to Go,Whole,,H174247,,Custard to Go,Custard to Go,,,,,visible,Prepared food and beverage,,,,,,,,52.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#flat-white-ts--,JCS332W6T454GMLD4YKEESTQ,Flat White (TS),,,807963K,,Hot Drinks to Stay,Hot Drinks to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,6.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,Y
#flat-white-to-go-small,F2RRAGDZ2ZTH7MSRXOHB2TPR,Flat White to Go,Small,,357979C,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,N
#flat-white-to-go-large,PFGG3DCCR5MDAY76JTCARNUC,Flat White to Go,Large,,166580F,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,5.50,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,N
#freddo-cappuccino-small,QEZEG5UW46DOONQ6DJ5H4QJD,Freddo Cappuccino,Small,,N144226,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,5.51,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#freddo-cappuccino-large,6QEA4W4DM5PWNRKGD4TB7567,Freddo Cappuccino,Large,,3603913,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,6.51,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#freddo-espresso-,MR6ZXSAT6WEE24R64M4WR2E6,Freddo Espresso,,,X989029,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,5.28,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#french-macaron-ts--,BNVQKHDUMEYQ72INL63G2IQM,French Macaron (TS),,,6492754,,Cookies by the Piece to Stay,Cookies by the Piece to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,3.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#french-macaron-to-go--,JFZHRIIMXJZANI54ZXS5EZQA,French Macaron to Go*,,,482535Q,,Cookies by the Piece to Go,Cookies by the Piece to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,3.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#fruit-napoleon-ts--,ACVP462QAVRLQIDXG6LFMXRA,Fruit Napoleon (TS),,,3529045,,SEN to Stay,SEN to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,9.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#fruit-napoleon-to-go-slice,EPMPL7Y4KCFQNCNW6ZSSQAW4,Fruit Napoleon to Go,Slice,,Y600446,,SEN to Go,SEN to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,9.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#fruit-napoleon-to-go-whole,E7O4MA7EQOFDPQCI3K2AQT7Y,Fruit Napoleon to Go,Whole,,X429888,,SEN to Go,SEN to Go,,,,,visible,Prepared food and beverage,,,,,,,,55.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#fruit-napoleon-to-go-qs,KUUDEF2ZVVCXYAXGPBSGYQ2C,Fruit Napoleon to Go,QS,,974483K,,SEN to Go,SEN to Go,,,,,visible,Prepared food and beverage,,,,,,,,100.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#fruit-napoleon-to-go-hs,RYQSMLETXJ4QRA5S6EG4PNOT,Fruit Napoleon to Go,HS,,M888762,,SEN to Go,SEN to Go,,,,,visible,Prepared food and beverage,,,,,,,,175.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#fruit-napoleon-to-go-fs,5TZJAU5BUVB2IAMQLBGOOPV7,Fruit Napoleon to Go,FS,,M803580,,SEN to Go,SEN to Go,,,,,visible,Prepared food and beverage,,,,,,,,240.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#fruit-tart-ts--,TPEJUVMKTPHRGIZ6FQQLKHTR,Fruit Tart (TS),,,225892A,,Tarts to Stay,Tarts to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,9.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#fruit-tart-to-go-4inch,SQR2AZPIGVSC2VHWZQQHFEUT,Fruit Tart to Go,4inch,,964272H,,Tarts to Go,Tarts to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#fruit-tart-to-go-10inch,42F4YBLDT7JYSR3PXSXSCKQL,Fruit Tart to Go,10inch,,H765341,,Tarts to Go,Tarts to Go,,,,,visible,Prepared food and beverage,,,,,,,,44.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#gf-caramel-coffee-ts--,DECBWGRYAYV2HSCHT36AHX7H,GF Caramel Coffee (TS),,,8520384,,Gluten Free to Stay,Gluten Free to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#gf-caramel-coffee-to-go-individual,LIMHRMA6J37BQFO35HLHF2ZV,GF Caramel Coffee to Go,Individual,,A674455,,Gluten Free to Go,Gluten Free to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#gf-caramel-coffee-to-go-8inch,WVQNFSH4EJFJ2GYEVPMKL7FC,GF Caramel Coffee to Go,8inch,,R963060,,Gluten Free to Go,Gluten Free to Go,,,,,visible,Prepared food and beverage,,,,,,,,60.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#gf-caramel-coffee-to-go-10inch,WQF3W57YQHJYNCWEL6S5PSLV,GF Caramel Coffee to Go,10inch,,378139L,,Gluten Free to Go,Gluten Free to Go,,,,,visible,Prepared food and beverage,,,,,,,,70.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#gf-chocolate-mousse-ts--,XY7NX6FUHGSMM7MTS2SPTDOO,GF Chocolate Mousse (TS),,,9758320,,Gluten Free to Stay,Gluten Free to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#gf-chocolate-mousse-to-go-individual,XQRESUKJCUABTXC7T5VN4VSG,GF Chocolate Mousse to Go,Individual,,2242453,,Gluten Free to Go,Gluten Free to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#gf-chocolate-mousse-to-go-8inch,Y3GGE4ZVMFZKXXJH32GOR6WM,GF Chocolate Mousse to Go,8inch,,G341228,,Gluten Free to Go,Gluten Free to Go,,,,,visible,Prepared food and beverage,,,,,,,,60.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#gf-chocolate-mousse-to-go-10inch,BGY5MATCWPLWJ2OPMQO37LST,GF Chocolate Mousse to Go,10inch,,7683083,,Gluten Free to Go,Gluten Free to Go,,,,,visible,Prepared food and beverage,,,,,,,,70.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#gf-chocolate-mousse-to-go-hs,ZV5SSIJB26QD4EIAX2RYOEVJ,GF Chocolate Mousse to Go,HS,,C211282,,Gluten Free to Go,Gluten Free to Go,,,,,visible,Prepared food and beverage,,,,,,,,120.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#gf-chocolate-mousse-to-go-qs,37YEIGRKDOFW5AOQLX3U4IK5,GF Chocolate Mousse to Go,QS,,9764799,,Gluten Free to Go,Gluten Free to Go,,,,,visible,Prepared food and beverage,,,,,,,,120.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#gf-chocolate-mousse-to-go-fs,ZJTYGRORQTYMEFLWCBD67T6C,GF Chocolate Mousse to Go,FS,,962633B,,Gluten Free to Go,Gluten Free to Go,,,,,visible,Prepared food and beverage,,,,,,,,270.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#gf-hazelnut-marquis-ts--,BC5UKDZX6WD63VNSHCP377CG,GF Hazelnut Marquis (TS),,,S508894,,Gluten Free to Stay,Gluten Free to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#gf-hazelnut-marquis-to-go-individual,CYQ7RRBRDXOEC7FQSMSYQGXD,GF Hazelnut Marquis to Go,Individual,,C471311,,Gluten Free to Go,Gluten Free to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#gf-hazelnut-marquis-to-go-8inch,QH5F3X7GS5GSC6LWAHI6FPDB,GF Hazelnut Marquis to Go,8inch,,185463F,,Gluten Free to Go,Gluten Free to Go,,,,,visible,Prepared food and beverage,,,,,,,,60.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#gf-hazelnut-marquis-to-go-10inch,H4C2LUHCO2SUTEYWG3E5F5MK,GF Hazelnut Marquis to Go,10inch,,L147134,,Gluten Free to Go,Gluten Free to Go,,,,,visible,Prepared food and beverage,,,,,,,,70.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#gf-milk-chocolate-panna-cotta-ts--,2ZLWCSEAZASCEPKEGAIXMTCS,GF Milk Chocolate Panna Cotta (TS),,,508124R,,Gluten Free to Stay,Gluten Free to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#gf-milk-chocolate-panna-cotta-to-go-individual,SDEIFADVU5B3MBFVB54BQFGX,GF Milk Chocolate Panna Cotta to Go,Individual,,7684278,,Gluten Free to Go,Gluten Free to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#gf-milk-chocolate-panna-cotta-to-go-8inch,ICG32QRAQISWFOJF4PEZSOHZ,GF Milk Chocolate Panna Cotta to Go,8inch,,P250043,,Gluten Free to Go,Gluten Free to Go,,,,,visible,Prepared food and beverage,,,,,,,,75.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#gf-milk-chocolate-panna-cotta-to-go-10inch,JPM5E5WO5AWKHYQ4SGRDVQ32,GF Milk Chocolate Panna Cotta to Go,10inch,,8035011,,Gluten Free to Go,Gluten Free to Go,,,,,visible,Prepared food and beverage,,,,,,,,85.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#gf-pineapple-coconut-ts--,YRMVUQ4LCFRTCIN4YWH7K3BJ,GF Pineapple Coconut (TS),,,5313282,,Gluten Free to Stay,Gluten Free to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#gf-pineapple-coconut-to-go-individual,WCLOLV5TQFEUYUZOE7CELS72,GF Pineapple Coconut to Go,Individual,,734627F,,Gluten Free to Go,Gluten Free to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#gf-pineapple-coconut-to-go-8inch,27ZJEITRT2UH5Y7YLQBPDZ2Y,GF Pineapple Coconut to Go,8inch,,4902652,,Gluten Free to Go,Gluten Free to Go,,,,,visible,Prepared food and beverage,,,,,,,,75.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#gf-pineapple-coconut-to-go-10inch,GZ2XT7O2W4UC7MRK3XYHW4RD,GF Pineapple Coconut to Go,10inch,,551392Q,,Gluten Free to Go,Gluten Free to Go,,,,,visible,Prepared food and beverage,,,,,,,,85.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#gf-porcupine-ts--,KTF3H7R5BBWK47R7TDI7UN7D,GF Porcupine (TS),,,401816G,,Gluten Free to Stay,Gluten Free to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#gf-porcupine-to-go-individual,KU7WA3FJ5HFLDWXDXSQM6EPG,GF Porcupine to Go,Individual,,P640209,,Gluten Free to Go,Gluten Free to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#gf-porcupine-to-go-8inch,UQ6VAR63BN3WDFJWRSHAIMTS,GF Porcupine to Go,8inch,,V389675,,Gluten Free to Go,Gluten Free to Go,,,,,visible,Prepared food and beverage,,,,,,,,75.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#gf-porcupine-to-go-10inch,PNK5MPT47R2V5B6T74YNYA37,GF Porcupine to Go,10inch,,951074S,,Gluten Free to Go,Gluten Free to Go,,,,,visible,Prepared food and beverage,,,,,,,,85.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#gr-polka-dot-,HG4TV4B5KRAP3JZM37BMKWIH,GR Polka Dot,,,2153281,,Special Cake to Go,Special Cake to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,160.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#gr-rosette-,LZ7CI4JNNHX2GB7WXDSVSJPN,GR Rosette,,,126672X,,Special Cake to Go,Special Cake to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,95.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#gr-simple-,XBO7RC4UXMQ57ZISKTOECG7Y,GR Simple,,,Z732930,,Special Cake to Go,Special Cake to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,85.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#german-chocolate-cake-slice,CNSLJOATOL3NFMMJK4FVKMZQ,German Chocolate Cake,Slice,,G796040,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#german-chocolate-cake-7inch,TMBBNWUWY6QXKFIRJE74VAHG,German Chocolate Cake,7inch,,7281294,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,50.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#german-chocolate-cake-8inch,4F6B5T25NXT5DEBNRNA73HQC,German Chocolate Cake,8inch,,570775Z,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,54.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#german-chocolate-cake-10inch,YLNV7U5KSTKB2H4EC2CDIXQL,German Chocolate Cake,10inch,,W410133,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,65.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#german-chocolate-cake-qs,TZXX46PQHB65YEIZME4ABMUM,German Chocolate Cake,QS,,417052W,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,100.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#german-chocolate-cake-hs,F5CZSYRSYVQYZMT35JWXZEDN,German Chocolate Cake,HS,,Y642612,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,175.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#german-chocolate-cake-fs,6W2K3CH5WY3NH3HXHO3PE2MW,German Chocolate Cake,FS,,9198987,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,240.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#ginger-molasses-cookie-ts--,V6JMEFUPOJJ6HIH6XSR74XHO,Ginger Molasses Cookie (TS),,,L933837,,Cookies by the Piece to Stay,Cookies by the Piece to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#ginger-molasses-cookie-to-go-,GU2WPIR6JNXLNKXPGOD5B7YK,Ginger Molasses Cookie to Go,,,6852327,,Cookies by the Piece to Go,Cookies by the Piece to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#gold-topper-,5AGLYKHV5RO4UZBVOAQX4KEO,Gold Topper,,,1619420,,Add-ons to Go,Add-ons to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,6.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
